,geometry,type,description
1859,"LINESTRING (-106.717208803 36.406932794, -106.717861801 36.408145599, -106.718572706 36.410434194, -106.718772203 36.411395699, -106.719170302 36.412631497, -106.719993003 36.413729593, -106.720022105 36.414370693, -106.720278002 36.415080197, -106.720505007 36.415446199, -106.721412301 36.416155197, -106.721667707 36.416521095, -106.721697107 36.417368099, -106.720821403 36.419131696, -106.720680602 36.419772796, -106.720854104 36.422496997, -106.7209967 36.423320994, -106.721111402 36.424328096, -106.721084304 36.425266698, -106.720830001 36.425701894, -106.720264003 36.426160298, -106.7193297 36.426527299, -106.718197003 36.426780194, -106.715222605 36.426805399, -106.714514606 36.426989093, -106.712532803 36.427929394, -106.711824805 36.428135999, -106.709615305 36.428206496, -106.708567403 36.428390399, -106.706415303 36.429124497, -106.705112107 36.428965196)",tributary,Tributary river flows upstream of USGS-08290000
1860,"LINESTRING (-106.762864105 36.402481794, -106.762298405 36.401977599, -106.761704102 36.401725397, -106.759467706 36.401128098, -106.758307606 36.400577597, -106.757939607 36.400531396, -106.7572309 36.401057296, -106.756267704 36.401262395, -106.756013006 36.401170596, -106.755815104 36.400964394, -106.755420804 36.399498895, -106.754884303 36.398445293, -106.754035801 36.397757798, -106.753102206 36.397276096, -106.751432307 36.396770693, -106.751121201 36.396495797, -106.750980601 36.395854697, -106.7512087 36.3947789, -106.751124702 36.3941608, -106.750927106 36.393748395, -106.750604004 36.393576995, -106.749188207 36.393486999, -106.748338103 36.3931216, -106.747517101 36.393168293, -106.746809207 36.393100396, -106.746412501 36.392940499, -106.745958805 36.392528996, -106.7455329 36.391842693)",tributary,Tributary river flows upstream of USGS-08290000
1861,"LINESTRING (-106.705699503 36.447599597, -106.705529302 36.447553895, -106.705244303 36.446020395, -106.705187 36.445402294)",tributary,Tributary river flows upstream of USGS-08290000
1862,"LINESTRING (-106.705699503 36.447599597, -106.706209101 36.447370298, -106.706322305 36.447187096, -106.706321307 36.446339995, -106.706151001 36.446065396, -106.705555506 36.445539296, -106.705187 36.445402294)",tributary,Tributary river flows upstream of USGS-08290000
1863,"LINESTRING (-106.799970306 36.391085893, -106.799517505 36.390856795, -106.798696302 36.390879199, -106.797138706 36.391267397, -106.7958358 36.391770296, -106.7942212 36.392639093, -106.793768004 36.392821997, -106.790823005 36.393071897, -106.787877701 36.393710896, -106.787226506 36.393710293, -106.787000105 36.393481396, -106.786972106 36.393183693, -106.786491305 36.392862797, -106.785981506 36.392976999, -106.785528205 36.393228494, -106.784081802 36.395470895, -106.783543207 36.395905398, -106.783203304 36.3960656, -106.781929307 36.395835593, -106.780146606 36.394804098, -106.779212706 36.394391395, -106.778278202 36.394413598, -106.777541906 36.3945961, -106.776380204 36.395304896, -106.774310805 36.397249199, -106.773602203 36.397820793, -106.7727805 36.398186497, -106.770769402 36.398688495, -106.770174205 36.399145797, -106.769833207 36.400129899, -106.769633606 36.401159793, -106.769264907 36.401686095, -106.7691231 36.4017547, -106.768500507 36.401548095, -106.7680474 36.401593499, -106.767593801 36.401936598, -106.766969606 36.402828798, -106.7665729 36.403080299, -106.766119801 36.403056994, -106.765497103 36.402781799, -106.765129 36.402781397, -106.764335707 36.4030784, -106.763712905 36.4029404, -106.762864105 36.402481794)",tributary,Tributary river flows upstream of USGS-08290000
1864,"LINESTRING (-106.748463906 36.417914294, -106.749905705 36.4162644, -106.750584401 36.415622696, -106.751575105 36.414787494, -106.752908304 36.413323596, -106.753817402 36.411401495, -106.754698806 36.409113094, -106.755238101 36.408243693, -106.755918704 36.407626294, -106.756910302 36.407329597, -106.758468203 36.407147899, -106.759176403 36.406965397, -106.7611598 36.406188898, -106.761868902 36.405342497, -106.762096204 36.404770397, -106.762806006 36.403443195, -106.762864105 36.402481794)",tributary,Tributary river flows upstream of USGS-08290000
1865,"LINESTRING (-106.702618405 36.454423897, -106.702419907 36.454286695, -106.701312706 36.452456094, -106.701057106 36.451883897, -106.700971201 36.451128498, -106.701112501 36.450784899, -106.7014805 36.450441293, -106.702670105 36.449936897, -106.704086505 36.4496383, -106.704709701 36.449408896, -106.705389202 36.448927693, -106.705699503 36.447599597)",tributary,Tributary river flows upstream of USGS-08290000
1866,"LINESTRING (-106.796054907 36.369953997, -106.797581904 36.371488698, -106.798062302 36.372358896, -106.7983445 36.373320594, -106.798372306 36.37387, -106.7981731 36.375014499, -106.798199207 36.377303794, -106.798422001 36.381424598, -106.798308402 36.381859399, -106.797656901 36.382293999, -106.797174901 36.382980399, -106.796693407 36.383254893, -106.796438202 36.383598097, -106.796466306 36.3838728, -106.796918601 36.384468295, -106.799522303 36.385522895, -106.800541304 36.385752395, -106.801390305 36.386119194, -106.802606903 36.386966899, -106.803031206 36.387516499, -106.803172305 36.387997396, -106.803171404 36.389164895, -106.802915901 36.3898286, -106.802519001 36.390583798, -106.802037403 36.3908353, -106.800055206 36.3909944, -106.799970306 36.391085893)",tributary,Tributary river flows upstream of USGS-08290000
1867,"LINESTRING (-106.811494105 36.390542693, -106.811012805 36.390611097, -106.809455305 36.391068198, -106.808775701 36.391159497, -106.8069354 36.3910212, -106.805831201 36.390997693, -106.803990602 36.391271397, -106.802545801 36.392094694, -106.801894702 36.392185897, -106.800847203 36.392047897, -106.800224602 36.391612597, -106.799998507 36.3912462, -106.799970306 36.391085893)",tributary,Tributary river flows upstream of USGS-08290000
1868,"LINESTRING (-106.762819901 36.434943296, -106.762253702 36.434690997, -106.760894001 36.434643999, -106.760242604 36.434528895, -106.759081602 36.434138797, -106.7584868 36.434069596, -106.756164901 36.433311895, -106.754890606 36.432990298, -106.753757402 36.432920493, -106.753077701 36.432782494, -106.752512001 36.432232499, -106.751465105 36.431430295, -106.751267403 36.430972099, -106.750903003 36.428453699, -106.750604503 36.427595496, -106.7503483 36.426840298, -106.747902103 36.420753695, -106.747872703 36.420135498, -106.748013407 36.4195631, -106.748267405 36.418990493, -106.748463906 36.417914294)",tributary,Tributary river flows upstream of USGS-08290000
1869,"LINESTRING (-106.7328474 36.410970896, -106.734319903 36.410809197, -106.735282503 36.410556495, -106.736670107 36.410532199, -106.738114104 36.4103477, -106.739332005 36.410346396, -106.740096904 36.410482995, -106.741032101 36.410894096, -106.741911307 36.411625795, -106.742734104 36.412586398, -106.743614003 36.413798794, -106.744379804 36.414530598, -106.744834006 36.415125296, -106.7452038 36.416177899, -106.747585505 36.4176635, -106.748463906 36.417914294)",tributary,Tributary river flows upstream of USGS-08290000
1870,"LINESTRING (-106.704606801 36.458840698, -106.704351403 36.458497494, -106.703160107 36.457536899, -106.702989504 36.457079194, -106.702902503 36.455133297, -106.702618405 36.454423897)",tributary,Tributary river flows upstream of USGS-08290000
1871,"LINESTRING (-106.725250006 36.447194397, -106.723636307 36.448271699, -106.720435806 36.4492817, -106.7187654 36.450359195, -106.718170501 36.4505428, -106.716838501 36.450360894, -106.7157619 36.450430498, -106.715167105 36.450705595, -106.714487605 36.451164, -106.713949502 36.451324694, -106.710918002 36.451807797, -106.709897906 36.451785795, -106.709388107 36.451992199, -106.708765201 36.452496395, -106.707263507 36.452589095, -106.706895307 36.452772498, -106.706499204 36.453299299, -106.7050547 36.453941397, -106.703723006 36.454010993, -106.702930003 36.454354994, -106.702618405 36.454423897)",tributary,Tributary river flows upstream of USGS-08290000
1872,"LINESTRING (-106.826054402 36.377637893, -106.825600505 36.379194297, -106.825005405 36.380247295, -106.824467205 36.380727798, -106.823532701 36.381185196, -106.820928 36.381756395, -106.8201067 36.382236794, -106.819567703 36.383861996, -106.819283806 36.385097995, -106.818801902 36.386013493, -106.817725405 36.387043193, -106.815969206 36.388278499, -106.814099804 36.389376499, -106.8131366 36.390039898, -106.812541805 36.390337199, -106.811494105 36.390542693)",tributary,Tributary river flows upstream of USGS-08290000
1873,"LINESTRING (-106.814796902 36.404760294, -106.814513706 36.404645696, -106.813352704 36.404507793, -106.813041404 36.404324494, -106.812900007 36.404026799, -106.812418707 36.4038435, -106.812277302 36.4035687, -106.811767906 36.403133497, -106.8116557 36.401805699, -106.811372906 36.401301995, -106.811345607 36.399928398, -106.811176501 36.398852393, -106.810781002 36.397455797, -106.810923502 36.396379896, -106.8107538 36.3960822, -106.810782701 36.395372599, -106.810415007 36.394937493, -106.810415201 36.394639894, -106.810613707 36.394250795, -106.8105857 36.393770099, -106.8103595 36.393358, -106.810359806 36.393014498, -106.810699604 36.392808698, -106.810841404 36.392625697, -106.811125107 36.3917787, -106.811125405 36.391343698, -106.811494105 36.390542693)",tributary,Tributary river flows upstream of USGS-08290000
1874,"LINESTRING (-106.705118403 36.460053697, -106.704806305 36.459847897, -106.704721004 36.459550396, -106.704606801 36.458840698)",tributary,Tributary river flows upstream of USGS-08290000
1875,"LINESTRING (-106.705118403 36.460053697, -106.705259606 36.459687397, -106.704720303 36.458977997, -106.704606801 36.458840698)",tributary,Tributary river flows upstream of USGS-08290000
1876,"LINESTRING (-106.728301905 36.441422597, -106.727765702 36.442910999, -106.727313101 36.443460897, -106.726069205 36.445407897, -106.725334406 36.446805097, -106.725250006 36.447194397)",tributary,Tributary river flows upstream of USGS-08290000
1877,"LINESTRING (-106.745651707 36.447746299, -106.745170407 36.447975799, -106.744264707 36.448594898, -106.743726403 36.448709995, -106.742394403 36.448482394, -106.742026001 36.448482893, -106.741657905 36.448620595, -106.741261803 36.449010096, -106.740865402 36.449216597, -106.740072206 36.449331895, -106.739392005 36.449218094, -106.737464502 36.448739298, -106.736613706 36.4482136, -106.736046202 36.447779298, -106.734939404 36.446566999, -106.734485805 36.4463614, -106.733975604 36.446338996, -106.732842505 36.446477495, -106.730065301 36.446159698, -106.729725502 36.446297295, -106.728479907 36.447008297, -106.727488607 36.447352499, -106.726468705 36.447422199, -106.725250006 36.447194397)",tributary,Tributary river flows upstream of USGS-08290000
1878,"LINESTRING (-106.826621607 36.375760995, -106.826054603 36.377271697, -106.826054402 36.377637893)",tributary,Tributary river flows upstream of USGS-08290000
1879,"LINESTRING (-106.845274903 36.379612297, -106.844369002 36.379795194, -106.844085902 36.379772194, -106.843604803 36.379428796, -106.843463406 36.378879398, -106.843236901 36.3786733, -106.842699103 36.378696099, -106.842245907 36.379336998, -106.841962807 36.379497096, -106.841340005 36.379588395, -106.840660505 36.379427999, -106.839216806 36.379587896, -106.838764004 36.3794505, -106.838764302 36.378740795, -106.838651106 36.378488995, -106.838311501 36.378237098, -106.837603904 36.377962194, -106.837094404 36.377962098, -106.835282207 36.378831394, -106.8346311 36.378968596, -106.834376305 36.378899895, -106.833951905 36.378579199, -106.833583906 36.378556199, -106.833272502 36.378693394, -106.832762703 36.379128195, -106.831970006 36.379333995, -106.831432 36.379333794, -106.830894306 36.379219197, -106.829422705 36.378234394, -106.828686804 36.377959393, -106.826054402 36.377637893)",tributary,Tributary river flows upstream of USGS-08290000
1880,"LINESTRING (-106.815899104 36.407690898, -106.815786101 36.407301694, -106.815701202 36.407233, -106.815588601 36.406317197, -106.815192401 36.405904993, -106.815136105 36.405332699, -106.814796902 36.404760294)",tributary,Tributary river flows upstream of USGS-08290000
1881,"LINESTRING (-106.821279906 36.407349795, -106.8208552 36.407189399, -106.8202326 36.406685598, -106.819978006 36.406250395, -106.8199789 36.404991396, -106.819809102 36.404556394, -106.819781005 36.404418997, -106.819667801 36.404258698, -106.819129907 36.404052496, -106.817572206 36.404234998, -106.8169493 36.404051594, -106.816581301 36.404028498, -106.815873004 36.404531799, -106.815080106 36.404622994, -106.814796902 36.404760294)",tributary,Tributary river flows upstream of USGS-08290000
1882,"LINESTRING (-106.705544904 36.461335398, -106.705430903 36.460786097, -106.705345906 36.460740298, -106.705118403 36.460053697)",tributary,Tributary river flows upstream of USGS-08290000
1883,"LINESTRING (-106.751763105 36.440450199, -106.751224905 36.4404497, -106.750597507 36.440209299, -106.750172205 36.440026693, -106.749434605 36.439432293, -106.748612307 36.4389982, -106.747308403 36.438656293, -106.745693207 36.438474894, -106.743795104 36.438568398, -106.742831603 36.438340597, -106.741725706 36.437746599, -106.7408465 36.437152199, -106.7401096 36.436923996, -106.738664404 36.436765194, -106.738211207 36.436811499, -106.737899803 36.436949193, -106.736881107 36.437774293, -106.736286603 36.438072495, -106.734927401 36.438531697, -106.733227901 36.438785195, -106.732378304 36.4390378, -106.730991006 36.439680099, -106.729320705 36.440620296, -106.728783004 36.441010095, -106.728471801 36.441353694, -106.728301905 36.441422597)",tributary,Tributary river flows upstream of USGS-08290000
1884,"LINESTRING (-106.727991901 36.422307298, -106.728562303 36.425145499, -106.728565805 36.427617997, -106.728879102 36.428785197, -106.729362205 36.429837793, -106.729363106 36.430501699, -106.729081102 36.431486294, -106.7290828 36.432608098, -106.728602506 36.433524296, -106.7283502 36.435447395, -106.728011101 36.436111599, -106.727105707 36.436867997, -106.726851501 36.437532097, -106.726824 36.4380586, -106.727392204 36.439179897, -106.728131801 36.441353999, -106.728301905 36.441422597)",tributary,Tributary river flows upstream of USGS-08290000
1885,"LINESTRING (-106.8125339 36.36321, -106.813212402 36.3641719, -106.814173907 36.365225397, -106.814428307 36.365591794, -106.814909302 36.366003998, -106.815871201 36.366531, -106.816154204 36.366737194, -106.816776201 36.367698893, -106.817030206 36.368660599, -106.817341305 36.369049795, -106.818076804 36.369691193, -106.818868704 36.3707904, -106.819972105 36.371706493, -106.820622802 36.372004293, -106.821868107 36.372348294, -106.822519101 36.3724401, -106.824104302 36.372486494, -106.824557006 36.372692697, -106.824726604 36.372967497, -106.824811205 36.373677097, -106.824555904 36.374386594, -106.824612305 36.3747987, -106.824810304 36.375027798, -106.825178206 36.3751195, -106.825602606 36.3755088, -106.826621607 36.375760995)",tributary,Tributary river flows upstream of USGS-08290000
